,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
821,501075.SH,科创主题LOF,万家基金,中国建设银行,混合型,20190612,,20190912,20190605,,9.664,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20220613,20220613,E
822,513520.SH,日经ETF,华夏基金,中国建设银行,股票型,20190612,,20190625,20190528,,4.3049,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
823,513880.SH,日经225ETF,华安基金,中国银行,股票型,20190612,,20190625,20190528,,2.7497,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
824,513000.SH,日经225ETF易方达,易方达基金,中国工商银行,股票型,20190612,,20190625,20190528,,5.0841,0.2,0.05,,1.0,0.1,,日经225指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20190625,20190625,E
825,513800.SH,日本东证指数ETF,南方基金,中国工商银行,股票型,20190612,,20190625,20190528,,3.0843,0.2,0.05,,1.0,0.1,,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",L,被动指数型,契约型开放式,,20190625,20190625,E
826,501073.SH,华安智联LOF,华安基金,中国建设银行,混合型,20190611,,20191220,20190605,,9.8857,1.2,0.2,,1.0,0.0001,,中债综合指数收益率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20220614,20220614,E
827,501078.SH,科创配置LOF,广发基金,中国农业银行,混合型,20190611,,20191118,20190605,,9.8898,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,L,灵活配置型,契约型开放式,,20220613,20220613,E
828,159971.SZ,创业板ETF富国,富国基金,中国建设银行,股票型,20190611,,20190702,20190509,,5.3801,0.3,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190702,20190702,E
829,501077.SH,富国创新企业LOF,富国基金,招商银行,混合型,20190611,,20191028,20190605,,9.8853,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,20220613,20220613,E
830,501076.SH,鹏华创新动力LOF,鹏华基金,中国工商银行,混合型,20190610,,20191209,20190605,,9.8894,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*30%+沪深300指数收益率*30%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,20220610,20220610,E
831,501072.SH,标普红利增强LOF,国金基金,招商证券,股票型,20190605,20211207,20190702,20190408,20220225,2.0436,1.2,0.2,,1.0,0.01,,标普中国A股低波红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,D,增强指数型,契约型开放式,,20190624,20190624,E
832,160526.SZ,博时优势企业,博时基金,招商银行,混合型,20190603,,20191202,20190507,,10.8525,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,20220606,20220606,E
833,512910.SH,中证100ETF,广发基金,中国工商银行,股票型,20190527,,20190701,20190408,,4.1463,0.5,0.1,,1.0,0.1,,中证100指数,L,被动指数型,契约型开放式,,20190701,20190701,E
834,512750.SH,基本面50ETF,嘉实基金,中国工商银行,股票型,20190523,,20190705,20190408,,43.5935,0.5,0.1,,1.0,0.1,,中证锐联基本面50指数收益率,L,被动指数型,契约型开放式,,20190705,20190705,E
835,510350.SH,工银沪深300ETF,工银瑞信基金,中国农业银行,股票型,20190520,,20190816,20190211,,68.6369,0.45,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
836,512170.SH,医疗ETF,华宝基金,中国银行,股票型,20190520,,20190617,20190422,,2.4944,0.5,0.1,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20190617,20190617,E
837,512760.SH,芯片ETF,国泰基金,中国银行,股票型,20190516,,20190612,20190422,,2.7766,0.5,0.1,,1.0,0.1,,中华交易服务半导体芯片行业指数收益率,L,被动指数型,契约型开放式,,20190612,20190612,E
838,161029.SZ,银行龙头LOF,富国基金,中国农业银行,股票型,20190510,,20190617,20190510,,,1.0,0.2,,1.0,,,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190513,20190513,E
839,512480.SH,半导体ETF,国联安基金,国泰君安,股票型,20190508,,20190612,20190422,,3.125,0.5,0.1,,1.0,0.1,,中证全指半导体产品与设备指数收益率,L,被动指数型,契约型开放式,,20190612,20190612,E
840,166025.SZ,中欧远见定开,中欧基金,中国工商银行,混合型,20190424,,20190527,20190415,,31.6489,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20210428,20210426,E
841,510890.SH,红利低波ETF,兴业基金,中国工商银行,股票型,20190422,20210630,20190624,20190115,20210907,15.9756,0.5,0.1,,1.0,0.1,,上证红利低波动指数收益率,D,被动指数型,契约型开放式,,20190624,20190624,E
842,512290.SH,生物医药ETF,国泰基金,中国银行,股票型,20190418,,20190520,20190325,,4.6082,0.5,0.1,,1.0,0.1,,中证生物医药指数收益率,L,被动指数型,契约型开放式,,20190520,20190520,E
843,512690.SH,酒ETF,鹏华基金,中国建设银行,股票型,20190404,,20190506,20190311,,3.5613,0.5,0.1,,1.0,0.1,,中证酒指数收益率,L,被动指数型,契约型开放式,,20190506,20190506,E
844,501071.SH,泓德丰泽LOF,泓德基金,招商银行,混合型,20190328,,20190919,20190225,,13.2846,1.2,0.2,,1.0,0.0001,,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,L,灵活配置型,契约型开放式,,20220329,20220329,E
845,161912.SZ,社会责任定开,万家基金,中国农业银行,混合型,20190321,,20190614,20190218,,5.3507,1.2,0.2,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20200922,20200922,E
846,160925.SZ,沪深港300LOF,大成基金,中国农业银行,股票型,20190320,,20190329,20190218,,19.6833,0.5,0.1,,1.0,0.0001,,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190329,20190329,E
847,159965.SZ,央视50ETF,国联基金,中国银行,股票型,20190319,,20190424,20181212,,6.6743,0.5,0.1,,1.0,0.1,,央视财经50指数收益率,L,被动指数型,契约型开放式,,20190424,20190424,E
848,512380.SH,MSCI中国ETF,银华基金,中国工商银行,股票型,20190319,,20190430,20190102,,20.5881,0.5,0.1,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20190430,20190617,E
849,159964.SZ,创业板ETF平安,平安基金,中国银行,股票型,20190315,,20190419,20190218,,2.4548,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190419,20190419,E
850,159963.SZ,恒生中国,富国基金,中国工商银行,股票型,20190307,20210517,20190326,20181130,20210525,5.2895,0.5,0.1,,1.0,0.1,,经估值汇率调整的恒生中国企业指数收益率,D,被动指数型,契约型开放式,,20190326,20190326,E
851,512270.SH,沪深300低波ETF,华安基金,中国建设银行,股票型,20190307,20210809,20190329,20181206,20210923,3.7558,0.5,0.1,,1.0,0.1,,沪深300行业中性低波动指数收益率,D,被动指数型,契约型开放式,,20190329,20190329,E
852,159962.SZ,四川ETF,华夏基金,中国建设银行,股票型,20190306,20221102,20190418,20181126,20221109,37.4339,0.5,0.05,,1.0,0.1,,中证四川国企改革指数收益率,D,被动指数型,契约型开放式,,20190418,20190418,E
853,501070.SH,广发睿阳,广发基金,中国工商银行,混合型,20190131,,20190731,20181228,,6.7267,1.2,0.2,,1.0,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,混合型,契约型开放式,,20220207,20220207,E
854,501063.SH,添富悦享,汇添富基金,中国建设银行,混合型,20190131,,20190701,20181219,,9.615,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20210201,20210201,E
855,512590.SH,高股息ETF,浦银安盛基金,交通银行,股票型,20190129,20230131,20190308,20190110,20230428,3.495,0.5,0.1,,1.0,0.1,,中证高股息精选指数收益率,D,被动指数型,契约型开放式,,20190308,20190308,E
856,501069.SH,质量基金LOF,华宝基金,中国银行,股票型,20190124,20230328,20190305,20181126,20230616,2.7964,0.75,0.1,,1.0,0.0001,,标普中国A股质量价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190305,20190305,E
857,501311.SH,新经济港股通LOF,嘉实基金,中国银行,股票型,20190114,,20190214,20181128,,2.8,0.75,0.15,,1.0,0.0001,,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190214,20190214,E
858,501064.SH,国泰价值LOF,国泰基金,招商银行,混合型,20190110,,20190516,20181210,,2.6875,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20220110,20220110,E
859,511030.SH,公司债ETF,平安基金,平安银行,债券型,20181227,,20190322,20181210,,51.0407,0.25,0.08,,1.0,0.1,,中债-中高等级公司债利差因子指数收益率,L,被动指数型,契约型开放式,,20190322,20190322,E
860,511020.SH,活跃国债ETF,平安基金,平安银行,债券型,20181221,,20190222,20181203,,11.3517,0.25,0.05,,1.0,0.1,,中证5-10年期国债活跃券指数收益率*100%,L,被动指数型,契约型开放式,,20190222,20190222,E
861,512150.SH,A50ETF,汇安基金,中国工商银行,股票型,20181221,,20190121,20181119,,2.1907,0.5,0.1,,1.0,0.1,,富时中国A50指数收益率,L,被动指数型,契约型开放式,,20190121,20190121,E
862,512890.SH,红利低波ETF,华泰柏瑞基金,中国建设银行,股票型,20181219,,20190118,20181121,,6.8356,0.5,0.1,,1.0,0.1,,中证红利低波动指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
863,512870.SH,杭州湾区ETF,南华基金,中国银行,股票型,20181214,,20190222,20181102,,5.0341,0.5,0.1,,1.0,0.1,,中证杭州湾区指数收益率,L,被动指数型,契约型开放式,,20190222,20190222,E
864,513680.SH,恒生国企ETF,建信基金,兴业银行,股票型,20181213,20230201,20190121,20181119,20230327,2.3575,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(经汇率调整),D,被动指数型,契约型开放式,,20190121,20190121,E
865,510850.SH,工银上证50ETF,工银瑞信基金,招商银行,股票型,20181207,,20190306,20181105,,113.5034,0.5,0.1,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20190306,20190306,E
866,501065.SH,经典成长,汇添富基金,中国工商银行,混合型,20181205,,20190508,20180906,,7.7043,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20211206,20211206,E
867,501067.SH,富时AH50LOF,招商基金,中国银行,股票型,20181203,20230215,20190104,20181101,20230324,0.6877,0.8,0.15,,1.0,0.001,,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190104,20190104,E
868,501068.SH,AH50LOF,招商基金,中国银行,股票型,20181203,20230215,20190104,20181101,20230324,2.9448,0.8,0.15,,1.0,0.001,,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190104,20190104,E
869,510550.SH,方正中证500ETF,方正富邦基金,中国建设银行,股票型,20181130,,20190116,20181108,,2.1174,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20190116,20190116,E
870,512260.SH,中证500低波动ETF,华安基金,中国建设银行,股票型,20181130,,20190111,20181018,,3.525,0.5,0.1,,1.0,0.1,,中证500行业中性低波动指数收益率,L,被动指数型,契约型开放式,,20190111,20190111,E
871,512040.SH,价值100ETF,富国基金,中国建设银行,股票型,20181107,,20181129,20181010,,9.5186,0.6,0.1,,1.0,0.1,,中证国信价值指数收益率,L,被动指数型,契约型开放式,,20181129,20181129,E
872,512920.SH,MSCIETF新华,新华基金,中国农业银行,股票型,20181107,20221206,20181207,20180926,20230208,2.8009,0.5,0.1,,1.0,0.1,,MSCI中国A股国际指数收益率,D,被动指数型,契约型开放式,,20181207,20181207,E
873,501309.SH,港股通LOF,国泰基金,招商银行,股票型,20181106,20230524,20181210,20180822,20230822,2.2606,0.75,0.2,,1.0,0.001,,经人民币汇率调整的恒生港股通指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20181210,20181210,E
874,501066.SH,东方红恒元,东证资管,中国建设银行,混合型,20181102,,20190426,20181023,,13.378,1.2,0.2,,1.0,0.1,,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20231102,20231102,E
875,159961.SZ,深100ETF方正富邦,方正富邦基金,中国建设银行,股票型,20181102,,20181219,20181015,,2.2125,0.5,0.1,,1.0,0.1,,深证100价格指数收益率,L,被动指数型,契约型开放式,,20181219,20181219,E
876,161132.SZ,易方达科顺定开,易方达基金,中国工商银行,混合型,20181026,,20190128,20180907,,2.9167,1.2,0.2,,1.0,0.0001,,中证800指数收益率*40%+中债总指数收益率*40%+中证港股通综合指数收益率*20%,L,灵活配置型,契约型开放式,,,20211026,E
877,501310.SH,价值基金LOF,华宝基金,中国建设银行,股票型,20181025,,20181122,20180827,,2.4676,0.75,0.15,,1.0,0.0001,,标普沪港深中国增强价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181122,20181122,E
878,512820.SH,银行业ETF,汇添富基金,招商银行,股票型,20181023,,20181123,20180717,,9.016,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20181123,20181123,E
879,159959.SZ,央企ETF,银华基金,中国工商银行,股票型,20181022,,20190118,20180827,,72.2889,0.15,0.05,,1.0,0.1,,中证央企结构调整指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
880,512950.SH,央企改革ETF,华夏基金,中国农业银行,股票型,20181019,,20190118,20180827,,158.8755,0.15,0.05,,1.0,0.1,,中证央企结构调整指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
881,512960.SH,央企结构调整ETF,博时基金,招商银行,股票型,20181019,,20190118,20180827,,252.2226,0.15,0.05,,1.0,0.1,,中证央企结构调整指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
882,511270.SH,10年地方债ETF,海富通基金,中国银行,债券型,20181012,,20181122,20180628,,60.4575,0.25,0.1,,1.0,0.1,,上证10年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20181122,20181122,E
883,512860.SH,MSCI中国ETF,华安基金,中国农业银行,股票型,20180927,20210309,20181026,20180801,20210430,3.2163,0.5,0.1,,1.0,0.1,,MSCI中国A股国际指数收益率(经汇率调整),D,被动指数型,契约型开放式,,20181026,20181026,E
884,512850.SH,北京50ETF,中信建投基金,招商银行,股票型,20180927,20201210,20181109,20180702,20210219,2.7953,0.6,0.1,,1.0,0.1,,中证北京50指数收益率,D,被动指数型,契约型开放式,,20181109,20181109,E
885,159960.SZ,恒生中国企业ETF,平安基金,中国银行,股票型,20180921,,20181022,20180907,,5.1057,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20181022,20181022,E
886,501062.SH,南方瑞合LOF,南方基金,中国建设银行,混合型,20180906,,20181205,20180806,,14.3326,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20210906,20210906,E
887,510600.SH,申万上证50ETF,申万菱信基金,中国工商银行,股票型,20180903,,20180920,20180625,,3.7578,0.5,0.1,,1.0,0.1,,上证50指数,L,被动指数型,契约型开放式,,20180920,20180920,E
888,501060.SH,金选300A类LOF,中金基金,中国建设银行,股票型,20180830,,20180925,20180723,,1.9689,0.5,0.15,,1.0,0.001,,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180925,20180925,E
889,501061.SH,金选300C类LOF,中金基金,中国建设银行,股票型,20180830,,20180925,20180723,,0.7771,0.5,0.15,,1.0,0.001,,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180925,20180925,E
890,160726.SZ,嘉实瑞享定开,嘉实基金,中国银行,混合型,20180803,,20190412,20180709,,13.0916,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,L,灵活配置型,契约型开放式,,20200803,20200803,E
891,512770.SH,战略新兴ETF,华夏基金,中国建设银行,股票型,20180713,,20180816,20180504,,2.6277,0.5,0.1,,1.0,0.1,,中国战略新兴产业成份指数(简称:新兴成指)指数收益率,L,被动指数型,契约型开放式,,20180816,20180816,E
892,501059.SH,国企红利LOF,西部利得基金,中国光大银行,股票型,20180711,,20180726,20180521,,2.1155,1.0,0.2,,1.0,0.001,,中证国有企业红利指数收益率*90%+商业银行活期存款利率(税后)*10%,L,增强指数型,契约型开放式,,20180726,20180726,E
893,161131.SZ,易方达科润LOF,易方达基金,中国建设银行,混合型,20180705,,20190329,20180611,,244.3741,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*45%+中证港股通综合指数收益率*35%+中债总指数收益率*20%,L,混合型,契约型开放式,,20190107,20210705,E
894,501188.SH,添富核心精选LOF,汇添富基金,中国工商银行,混合型,20180705,,20190329,20180611,,144.3624,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,L,灵活配置型,契约型开放式,,20190107,20210705,E
895,501186.SH,华夏兴融LOF,华夏基金,中国工商银行,混合型,20180705,,20190329,20180611,,113.2233,1.2,0.2,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,,20190107,20210705,E
896,501189.SH,嘉实产业优选LOF,嘉实基金,中国银行,混合型,20180705,,20190329,20180611,,119.5091,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*45%+恒生指数收益率(人民币计价)*45%+中债综合财富指数收益率*10%,L,灵活配置型,契约型开放式,,20190107,20210705,E
897,161728.SZ,招商优选LOF,招商基金,中国银行,混合型,20180705,,20190329,20180611,,247.081,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,L,灵活配置型,契约型开放式,,20190107,20210705,E
898,160142.SZ,南方优势产业LOF,南方基金,中国工商银行,混合型,20180705,,20190329,20180611,,180.6422,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,灵活配置型,契约型开放式,,20190107,20210705,E
899,512360.SH,平安MSCI国际ETF,平安基金,中国工商银行,股票型,20180615,,20180720,20180502,,3.2334,0.5,0.1,,1.0,0.1,,MSCI中国A股国际指数(MSCI China A International Index)收益率,L,被动指数型,契约型开放式,,20180720,20180720,E
900,164824.SZ,印度基金LOF,工银瑞信基金,招商银行,股票型,20180615,,20180801,20180507,,2.3398,1.6,0.2,,1.0,0.001,,中信证券印度ETP指数收益率*90%+人民币活期存款收益率(税后)*10%,L,股票型,契约型开放式,,20180801,20180801,E
901,512390.SH,平安MSCI低波ETF,平安基金,平安银行,股票型,20180607,,20180713,20180521,,2.0168,0.5,0.1,,1.0,0.1,,MSCI中国A股低波动指数(MSCI China A International Minimum Volatility Index)收益率,L,被动指数型,契约型开放式,,20180713,20180713,E
902,161039.SZ,1000增强LOF,富国基金,中国农业银行,股票型,20180531,,20180620,20180503,,5.1211,1.0,0.15,,1.0,0.001,,中证1000指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20180620,20180620,E
903,501057.SH,新能源车LOF,汇添富基金,中国工商银行,股票型,20180523,,20180620,20180507,,3.1074,1.0,0.1,,1.0,0.001,,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180620,20180620,E
904,501058.SH,新能源车LOFC,汇添富基金,中国工商银行,股票型,20180523,,20180620,20180507,,4.3146,1.0,0.1,,1.0,0.001,,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180620,20180620,E
905,512090.SH,MSCIA股ETF易方达,易方达基金,中国银行,股票型,20180517,,20180601,20180423,,17.4359,0.15,0.05,,1.0,0.1,,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,L,被动指数型,契约型开放式,,20180601,20180601,E
906,511280.SH,中期信用ETF,华夏基金,中国建设银行,债券型,20180503,20210803,20180531,20180124,20211022,3.1673,0.25,0.08,,1.0,0.1,,上证3-5年期中高评级可质押信用债指数收益率,D,被动指数型,契约型开放式,,20180531,20180531,E
907,513900.SH,港股通100ETF,华安基金,中国农业银行,股票型,20180427,,20180525,20180409,,2.8498,0.6,0.1,,1.0,0.1,,中华交易服务港股通精选100指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20180525,20180525,E
908,512280.SH,景顺MSCIA股ETF,景顺长城基金,中国农业银行,股票型,20180427,,20180525,20180410,,15.3401,0.5,0.1,,1.0,0.1,,MSCI中国A股国际通指数收益率,L,被动指数型,契约型开放式,,20180525,20180525,E
909,512520.SH,MSCIETF,华泰柏瑞基金,中国建设银行,股票型,20180426,,20180518,20180330,,15.4706,0.15,0.05,,1.0,0.1,,MSCI中国A股国际通指数收益率,L,被动指数型,契约型开放式,,20180518,20180518,E
910,512180.SH,MSCIA股ETF基金,建信基金,中金公司,股票型,20180419,,20180521,20180330,,20.4605,0.5,0.1,,1.0,0.1,,MSCI中国A股国际通指数收益率,L,被动指数型,契约型开放式,,20180521,20180521,E
911,512780.SH,京津冀ETF,广发基金,中国工商银行,股票型,20180419,20221019,20180524,20180409,20230112,2.8759,0.5,0.1,,1.0,0.1,,中证京津冀协同发展主题指数收益率,D,被动指数型,契约型开放式,,20180524,20180524,E
912,501307.SH,银河高股息LOF,银河基金,北京银行,股票型,20180410,,20180425,20180226,,1.6495,0.5,0.18,,1.0,0.001,,中证沪港深高股息指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180425,20180425,E
913,512160.SH,MSCI中国A股ETF,南方基金,中国银行,股票型,20180403,,20180427,20180319,,13.0978,0.5,0.1,,1.0,0.1,,MSCI中国A股国际通指数收益率,L,被动指数型,契约型开放式,,20180427,20180427,E
914,162416.SZ,香港本地LOF,华宝基金,中国银行,股票型,20180330,20230324,20180418,20180205,20230331,2.4697,0.75,0.15,,1.0,0.0001,,经人民币汇率调整的恒生香港35指数收益率*95%+人民币银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20180418,20180418,E
915,511290.SH,国债十年ETF,广发基金,中国工商银行,债券型,20180326,20200715,20180427,20171220,20201030,2.0158,0.3,0.1,,1.0,0.1,,上证10年期国债指数收益率,D,被动指数型,契约型开放式,,20180427,20180427,E
916,510590.SH,中证500ETF平安,平安基金,平安银行,股票型,20180323,,20180504,20180305,,26.4888,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20180504,20180504,E
917,169106.SZ,东方红创优定开,东证资管,中国建设银行,混合型,20180322,,20180620,20180315,,19.8788,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210322,20210322,E
918,511310.SH,10年国债ETF,富国基金,中国工商银行,债券型,20180319,20230102,20180426,20180108,20230308,2.403,0.25,0.05,,100.0,0.1,,中证10年期国债指数收益率,D,被动指数型,契约型开放式,,20180426,20180426,E
919,159954.SZ,H股ETF,南方基金,中国工商银行,股票型,20180208,,20180315,20171130,,3.9411,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(估值汇率调整),L,被动指数型,契约型开放式,,20180315,20180315,E
920,159956.SZ,创业板ETF建信,建信基金,中国银河,股票型,20180206,,20180307,20180108,,3.5798,0.5,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20180307,20180307,E
921,501054.SH,东方红睿泽,东证资管,招商银行,混合型,20180131,,20181017,20180123,,71.0579,1.2,0.2,,1.0,0.1,,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20210201,20210201,E
922,163417.SZ,兴全合宜LOF,兴证全球基金,招商银行,混合型,20180123,,20180423,20180116,,326.9959,1.2,0.2,,1.0,0.1,,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20200213,20200213,E
923,510380.SH,国寿300ETF,国寿安保基金,中国农业银行,股票型,20180119,,20180207,20171013,,2.948,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20180207,20180207,E
924,512980.SH,传媒ETF,广发基金,中国工商银行,股票型,20171227,,20180119,20171127,,2.7472,0.5,0.1,,1.0,0.1,,中证传媒指数收益率,L,被动指数型,契约型开放式,,20180119,20180119,E
925,159958.SZ,创业板ETF工银,工银瑞信基金,中国银行,股票型,20171225,,20180119,20171121,,2.5181,0.5,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20180119,20180119,E
926,510390.SH,沪深300ETF平安,平安基金,中国工商银行,股票型,20171225,,20180126,20171204,,57.2306,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20180126,20180126,E
927,510800.SH,50ETF基金,建信基金,中国银河,股票型,20171222,,20180115,20171127,,2.1058,0.5,0.1,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20180115,20180115,E
928,501053.SH,东方红目标优选,东证资管,招商银行,混合型,20171218,,20180824,20171212,,9.9042,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20201218,20201218,E
929,161014.SZ,富国汇利定开,富国基金,中国农业银行,债券型,20171211,,20171218,20171211,,,0.5,0.15,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20191211,20191211,E
930,159957.SZ,创业板ETF华夏,华夏基金,中国银行,股票型,20171208,,20180104,20171103,,2.4778,0.5,0.1,,1.0,0.1,,创业板指数,L,被动指数型,契约型开放式,,20180104,20180104,E
931,501048.SH,证券公司LOFC,汇添富基金,中信建投证券,股票型,20171204,,20180118,20171108,,1.6284,0.5,0.1,,1.0,0.001,,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180118,20180118,E
932,501047.SH,证券公司LOF,汇添富基金,中信建投证券,股票型,20171204,,20180118,20171108,,0.925,0.5,0.1,,1.0,0.001,,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180118,20180118,E
933,510820.SH,上海改革,汇添富基金,中国工商银行,股票型,20171201,20190827,20190709,20171122,20190820,47.5835,0.45,0.1,,1.0,0.1,,上证上海改革发展主题指数收益率,D,被动指数型,契约型开放式,,20180301,20180301,E
